City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,xmf,tr,nap,li,lv,lt,jam,tk,th,tg,te,sgs,pcd,ta,yi,lrc,ceb,yo,kk-kz,de,da,za,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,kaa,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,ms,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,krc,nds,yue,tt,udm,co,nso,bjn,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,mt,stq,uk,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,km,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,fr,ku,lad,fy,frp,fa,mai,fi,mzn,gom,ab,ky,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,su,or,sk,si,sh,so,mrj,sl,sc,sa,rgn,sw,se,sd
Rome,OSM,Abhishek,Tourism,Ss. Nome di Maria,圣母圣名堂,https://batpad.github.io/quick-geocode/?name=Ss.%20Nome%20di%20Maria&city=Rome,"https://www.google.com/maps/search/Ss.+Nome+di+Maria,+Rome/",way,114354377,,#N/A,quick-geocode,,,,,Q978428,it:Chiesa del Santissimo Nome di Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santissimo Nome di Maria in Via Latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santissimo Nome di Maria a Via Latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiesa del Santissimo Nome di Maria,,,,,,,,,,,,,,Santissimo Nome di Maria in Via Latina,,,,,,,,,,,,,,,,,,Église Santissimo Nome di Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,St. Peter's Basilica,圣彼得大教堂,https://batpad.github.io/quick-geocode/?name=St.%20Peter's%20Basilica&city=Rome,"https://www.google.com/maps/search/St.+Peter's+Basilica,+Rome/",relation,2754121,,#N/A,osm-nominatim,,,,,Q12512,en:St. Peter's Basilica,,St. Peter's Basilica,,,圣彼得大教堂,,Sèng Pí-tek Sèng-tn̂g,,,,,,,Basílica de São Pedro,,,Basílica de San Pedro,,Péitersdoum,,,Basilica Vaticana,Basiliki Monsátu Petelo,,,Aziz Petrus Bazilikası,Basileca 'e San Pietro,,Svētā Pētera bazilika,Šventojo Petro bazilika,Sin Piita Basilika,,มหาวิหารนักบุญเปโตร,,,Švėntuojė Petra bazilėka,,புனித பேதுரு பேராலயம்,פעטראס באסיליקע,,,,,Petersdom,Peterskirken,,,,St. Peter's Basilica,Dom da s. Peder,,,,,,,,,,,,,Βασιλική του Αγίου Πέτρου,Baziliko de Sankta Petro de Romo,St. Peter's Basilica,聖伯多祿大殿,,,,,,,,San Petri basilika,Rooma Peetri kirik,,Basílica de San Pedro,Изге Пётр соборы,,Собор Святого Петра,,,,,सन्त पिटरयागु बासिलिका,Bazilica Sfântul Petru din Roma,,সান পিয়েত্রোর বাসিলিকা,,Сабор Святога Пятра,Свети Петър,Basilika St. Peter,,Basílica de San Pedro,,,Basilika Santo Petrus,,,Penniliz Sant-Pêr,Bazilika svetog Petra,サン・ピエトロ大聖堂,,,,Basilica de Sant Pèir,,Сабор Сьвятога Пятра,Basilica di San Pietro,,,,聖彼得大教堂,İzge Petr Bazilikası,,,,,Basílica de Sant Pere del Vaticà,,Сийлахь Петран Килс,Basilica Sant Pedr,,,Bazilika svatého Petra,,,,,Basílica de São Pedro,,Basilika ni San Pedro,,ਸੇਂਟ ਪੀਟਰ ਬਾਸੀਲਿਕਾ,,,Pæturskirkjan,Basilica ni San Pedro,Bazylika św. Piotra na Watykanie,Baxełega de San Piero in Vatican,Հռոմի Սուրբ Պետրոս տաճար,Basouque Saint-Pierre,Bazilika sv. Petra,,,,Szent Péter-bazilika,,,,,پیٹر گرجا روم,,בזיליקת פטרוס הקדוש,,,,,,സെന്റ് പീറ്റേഴ്സ് ബസലിക്ക,,Гэгээн Петрийн цогчин дуган,Базилика Свети Петар,پطرس باسلیکا,,,Päiterssäärke,Собор Святого Петра,बासिलिका ऑफ सेंट पीटर,,,,,,,,Vương cung thánh đường Thánh Phêrô,Péturskirkjan,,basilica di San Pietro in Vaticano,Basilica de Sant Per,ছেণ্ট পিটাৰছ বেছিলিকা,كاتدرائية القديس بطرس,,,,,,Müqəddəs Pyotr kilsəsi,,Basilika Santo Petrus,,,Sint-Pietersbasiliek,Peterskyrkja,,,Peterskirken,,,,,,,,,,,,,,basilique Saint-Pierre,,,Sint Pitertsjerke,,کلیسای سن پیترو,,Pietarinkirkko,,,,,,,წმინდა პეტრეს ბაზილიკა,,Petersdom,کلیسای سەنت پیتەر,Әулие Петер базиликасы,Базилика Светог Петра,,성 베드로 대성전,Peterskyrkan,,,Bazilika svätého Petra,සාන්ත පීතර බැසිලිකාව,Bazilika sv. Petra,,,"Bazilika svetega Petra, Vatikan",,,,Basilika la Mt. Petro,,
Rome,OSM,Abhishek,Tourism,Temple of Portunus,波图努斯神庙,https://batpad.github.io/quick-geocode/?name=Temple%20of%20Portunus&city=Rome,"https://www.google.com/maps/search/Temple+of+Portunus,+Rome/",way,251331418,,#N/A,quick-geocode,,,,,Q849241,it:Tempio di Portuno,,,,,,,,,,,,波圖努斯神廟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempel des Portunus,,,,,,,,,,,波图努斯神庙,,,,波圖努斯神廟,,,,,,Temple of Portunus,波图努斯神庙,,,,,,,,Portunusen Tenplua,,,Templo de Portunus,,,Храм Портуна,,,,,,,,,,Храм Партуна,,,,,,,,,,,Hram Portunusa,ポルトゥヌス神殿,,,,,,,,,,,,,,,,,Temple de Portunus,,,,,,,,,,,Templo de Portuno,,,,,,,,,,,,,Portunov hram,,,,Portunus temploma,,,,,,,,,,,,,,,,,,,,,Храм Портуна,,,,,,,,,,,,Tempio di Portuno,,,,,,,,,,,,,,Tempel van Portunus,,,,Portunustempelet,,,,,,,,,,,,,,temple de Portunus,,,,,,,Portunuksen temppeli,,,,,,,,,,,,,,,Portunustemplet,,,,,Portunov hram,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Terme di Diocleziano,戴克里先浴场,https://batpad.github.io/quick-geocode/?name=Terme%20di%20Diocleziano&city=Rome,"https://www.google.com/maps/search/Terme+di+Diocleziano,+Rome/",node,248743046,,#N/A,quick-geocode,,,,,Q836108,,,,,,,,,,,,,戴克里先浴場,,,,,,,,,,Thermae Diocletiani,,,,,,,,,,,,,,,,,,,,,,Diokletiansthermen,Diocletians bade,,,,,,,,,,戴克里先浴场,,,,戴克里先浴場,,,,,,Baths of Diocletian,戴克里先浴场,,,,,,,,Dioklezianoren Termak,,,Termas de Diocleciano,,,Термы Диоклетиана,,,,,,,,,,,,,,,,,,,,Kibelldi Diocletianus,,ディオクレティアヌス浴場,,,,,,,,,,,,,,,,,Termes de Dioclecià,,,,,,,,,,,Termas de Diocleciano,,,,,,,,,Termy Dioklecjana,,,,,,,,Diocletianus termái,,,,,,,מרחצאות דיוקלטיאנוס,,,,,,,,,,,,,,Терми Діоклетіана,,,,,,,,,,,,Terme di Diocleziano,,,,,,,,,,,,,,Thermen van Diocletianus,,,,Diokletians termer,,,,,,,,,,,,,,thermes de Dioclétien,,,,,,,,,,,,,,,,,,,,,디오클레티아누스 욕장,Diocletianus termer,,,,,Dioklecijanove terme,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Vatican Museums (Musei vaticani),梵蒂冈博物馆,https://batpad.github.io/quick-geocode/?name=Vatican%20Museums%20(Musei%20vaticani)&city=Rome,"https://www.google.com/maps/search/Vatican+Museums+(Musei+vaticani),+Rome/",way,255959482,,#N/A,quick-geocode,,,,,Q182955,en:Vatican Museums,,Vatican Museums,,,,,,,,,,梵蒂岡博物館,,,,,Museos Vaticanos,,,,,Musea Vaticana,,,,Vatikan Müzeleri,,,Vatikāna muzeji,Vatikano muziejai,,,พิพิธภัณฑ์วาติกัน,,,,,,,,,,,Vatikanische Museen,Vatikanmuseet,,,,,,,,,,梵蒂冈博物馆,,,,梵蒂岡博物館,,,,Μουσεία Βατικανού,Vatikanaj muzeoj,Vatican Museums,梵蒂冈博物馆,,,متاحف الڤاتيكان,,,,,Vatikanoko Museoak,Vatikani muuseumid,,Museos Vaticanos,Ватикан музейҙары исемлеге,,Ватиканские музеи,,,,梵蒂冈博物馆,,Muzeele Vaticane,,,,Спіс музеяў Ватыкана,Ватикански музеи,,,,梵蒂冈博物馆,,,,,,Vatikanski muzeji,バチカン美術館,,,,,,,,,,,梵蒂岡博物館,,,,,,Museus Vaticans,,,,,,Vatikánská muzea,,,,,Museus Vaticanos,梵蒂岡博物館,Mga Museong Batikano,,,,,,,Muzea Watykańskie,,Վատիկանի թանգարաններ,,Vatikanski muzeji,,,,Vatikáni Múzeum,,,,,,,מוזיאון הוותיקן,,,,,,,,,Ватикански музеи,,,,,Ватиканські музеї,,,,,,,,,Bảo tàng Vatican,,,Musei Vaticani,,,متاحف الفاتيكان,,,,,,,,Museum Vatikan,,,Vaticaanse Musea,,,,Vatikanmuseene,,,,,,,,,,,,,,musées du Vatican,,,Fatikaansk Museum,,موزه واتیکان,,Vatikaanin museot,,,,,,,ვატიკანის მუზეუმები,,,,,,,바티칸 미술관,Vatikanmuseerna,,,Musei Vaticani,,Vatikanski muzeji,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Via della Conciliazione,协和大街,https://batpad.github.io/quick-geocode/?name=Via%20della%20Conciliazione&city=Rome,"https://www.google.com/maps/search/Via+della+Conciliazione,+Rome/",way,4949596,,#N/A,quick-geocode,,,,,Q1140395,en:Via della Conciliazione,,,,,,,,,,,,協和大道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,,,协和大道,,,,協和大道,,,,,,via della Conciliazione,协和大道,,,,,,,,,,,Via della Conciliazione,,,Виа делла Кончилиационе,,,,,,Via della Conciliazione,,,,Віа дэла Канчыліяцыёнэ,Виа делла Кончилиационе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,Via della Conciliazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,Via della Konsilisione,,,,,Via della Conciliazione,,,,via della Conciliazione,,,,,,,,,,,,,,via della Conciliazione,,,,,,,Via della Conciliazione,,,,,,,,,,,,,,비아 델라 콘칠리아치오네,Via della Conciliazione,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Villa Farnesina,法内仙纳庄园,https://batpad.github.io/quick-geocode/?name=Villa%20Farnesina&city=Rome,"https://www.google.com/maps/search/Villa+Farnesina,+Rome/",way,86249135,,#N/A,quick-geocode,,,,,Q1126723,it:Villa Farnesina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villa Farnesina,,,,,,,,,,,,,,,,,,,Βίλλα Φαρνεζίνα,Villa Farnesina,Villa Farnesina,法爾內西納別墅,,,,,,,,,,,Villa Farnesina,,,Вилла Фарнезина,,,,,,,,,,Віла Фарнезіна,Вила Фарнезина,,,,,,,,,,,ヴィラ・ファルネジーナ,,,,,,,,,,,,,,,,,Vila Farnesina,,,,,,Villa Farnesina,,,,,Villa Farnesina,,,,,,,,,,,Վիլլա Ֆարնեզինա,,Villa Farnesina,,,,,,,,,,,וילה פארנזינה,,,,,,,,,,,,,,Вілла Фарнезіна,,,,,,,,,,,,Villa Farnesina,,,فيلا فارنيسينا,,,,,,,,,,,Villa Farnesina,,,,Villa Farnesina,,,,,,,,,,,,,,villa Farnesina,,,,,,,,,,,,,,,,,,,,,,Villa Farnesina,,,Villa Farnesina,,Villa Farnesina,,,,,,,,,
Seoul,OSM,Upendra,Shopping,Lotte World Tower,乐天世界大厦,https://batpad.github.io/quick-geocode/?name=Lotte%20World%20Tower&city=Seoul,"https://www.google.com/maps/search/Lotte+World+Tower,+Seoul/",node,1805801602,,#N/A,quick-geocode,,,,,Q494895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lotte World Tower,,,,,,,,,,,,,,,,,,,,,Lotte World Tower,樂天世界塔,,,,,,,,Lotte World Premium Tower,,,Lotte World Tower,,,Lotte World Tower,,,,,,,,,,,,Menara Lotte World,,,,,,,,,,第2ロッテワールドタワー,,,,,,,,,,,,,,,,,,,,,,,Lotte World Premium Tower,,,,,Lotte World Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lotte World Premium Tower,,,,,,,,,Lotte World Premium Tower,,,,,,,,,,,,,,,,,Lotte World Premium Tower,,,,,,,,,,,,,,,,,,Lotte Super Tower 123,,,,,,,,,,,,,,,,,,,,,롯데 월드 타워 123,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Shopping,Namdaemun Market,南大门市场,https://batpad.github.io/quick-geocode/?name=Namdaemun%20Market&city=Seoul,"https://www.google.com/maps/search/Namdaemun+Market,+Seoul/",way,78503350,,#N/A,quick-geocode,,,,,Q494687,,,,,,,,,,,,,南大門市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南大门市场,,,,南大門市場,,,,,,Namdaemun Market,南大門市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南大門市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasar Namdaemun,,,Namdaemun Sijang,,,,Namdaemun-markedet,,,,,,,,,,,,,,Namdaemun Market,,,,,,,,,,,,,,,,,,,,,남대문시장,,Pasar Namdaémun,,,,,,,,,,,,,
Seoul,OSM,arun,Shopping,Noryangjin Fisheries Wholesale Market,鹭梁津水产市场,https://batpad.github.io/quick-geocode/?name=Noryangjin%20Fisheries%20Wholesale%20Market&city=Seoul,"https://www.google.com/maps/search/Noryangjin+Fisheries+Wholesale+Market,+Seoul/",way,38107818,"https://www.google.com.pe/maps/place/Noryangjin+Fisheries+Wholesale+Market/@37.5153005,126.9408681,21z/data=!4m5!3m4!1s0x0:0xf79bdc9cd42d3b35!8m2!3d37.5152131!4d126.9408624",http://www.openstreetmap.org/?mlat=37.5152131&mlon=126.9408624#map=18/37.5153005/126.9408681&layers=D,google,,,,,Q491006,,,,,,,,,,,,,鷺梁津水產市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鹭梁津水产市场,,,,鷺梁津水產市場,,,,,,Noryangjin Fisheries Wholesale Market,鷺梁津水產市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鷺梁津水産市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasar Ikan Noryangjin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,노량진수산시장,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Bukchon Hanok Village,北村韩屋村,https://batpad.github.io/quick-geocode/?name=Bukchon%20Hanok%20Village&city=Seoul,"https://www.google.com/maps/search/Bukchon+Hanok+Village,+Seoul/",node,2669684119,,#N/A,quick-geocode,,,,,Q490981,,,,,,,,,,,,,北村韓屋村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北村韩屋村,,,,北村韓屋村,,,,,,Bukchon Hanok Village,北村韓屋村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北村韓屋村,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldeia Hanok de Bukchon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Làng Hanok Bukchon,,,,,,قرية بوكشون التراثية,,,,,,,,Kampung Hanok Bukchon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,북촌 한옥마을,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Changdeokgung,昌德宫,https://batpad.github.io/quick-geocode/?name=Changdeokgung&city=Seoul,"https://www.google.com/maps/search/Changdeokgung,+Seoul/",way,75958524,,#N/A,quick-geocode,,,,,Q477157,en:Changdeokgung,,Changdeokgung,,,昌德宫,,Chhiong-tek-kiong,,,,,昌德宮,,,,,,,,,,,,,,,,,,,,,พระราชวังชังด็อก,,,,,,,,,,,Changdeokgung,,,,,,,,,,,昌德宫,,,,昌德宮,,,,,,Changdeokgung,昌德宮,,,,,,,,,,,Changdeokgung,,,Чхандоккун,,,,昌德宫,,,,,,,,,,,昌德宫,,Astana Changdeok,,,,Changdeokgung,昌徳宮,,,,,,,,,,,,,,,,,Changdeokgung,,,,,,Čchangdokkung,,,,,Complexo de Palácios de Ch'angdokkgung,昌德宮,,,,,,,,,,,,Changdeokgung,,,,Cshangdokkung,,,,,چانگڈیوکگانگ,,ארמון צ'אנגדאוקגונג,,,,,,,,,,,,,,Чандук,,,,,,,,,Xương Đức cung,,,Changdeokgung,,,قصر تشانغدوك,,,,,,,,Istana Changdeok,,,Changdeokgung,,,,Changdeokgung,,,चाँगदेओकगुङ,,,,,,,,,,,Changdeokgung,,,,,چانگ دیوک گونگ,,Changdokkung,,,,,,,ჩხანდოკუნი,,,,,Чангдеокгунг,,창덕궁,Changdokkung,,,Čchangdokkung,,Changdeokgung,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Cheonggyecheon,清溪川广场,https://batpad.github.io/quick-geocode/?name=Cheonggyecheon&city=Seoul,"https://www.google.com/maps/search/Cheonggyecheon,+Seoul/",way,368276771,,#N/A,quick-geocode,,,,,Q495437,,,,,,,,Chheng-khe-chhoan,,,,,清溪川,,,,,,,,,,,,,,,,,,,,,คลองช็องกเยช็อน,,,,,,,,,,,,,,,,,,,,,,清溪川,,,,清溪川,,,,,Cheonggyecheon,Cheonggyecheon,清溪川,,,,,,,,Cheonggyecheon,Cheonggyecheon,,Cheonggyecheon,,,,,,,清溪川,,,,,,,,,,,清溪川,,,,,,,清渓川,,,,,,,,,,,淸溪川,,,,,,,,,,,,,,,,,Cheonggyecheon,清溪川,,,,,,,,,,,,,,清溪川,,,,,,清溪川,,,,,,,,,,,,,,,,,,,,,,,,,,Cheonggyecheon,,,,,,,,,,,,,,Kali Cheonggye,,,Cheonggyecheon,,,,Cheonggyecheon,,,,,,,,,,,,,,Cheonggyecheon,,,,,,,Cheonggyecheon,,,,,,,,,,,,,,청계천,Cheonggyecheon,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Cheongwadae,青瓦台,https://batpad.github.io/quick-geocode/?name=Cheongwadae&city=Seoul,"https://www.google.com/maps/search/Cheongwadae,+Seoul/",way,301279809,"https://www.google.com.pe/maps/place/Blue+House/@37.5865943,126.9749039,21z/data=!4m5!3m4!1s0x0:0xb16d5f135eaaddc!8m2!3d37.5866076!4d126.974811",http://www.openstreetmap.org/?mlat=37.5866076&mlon=126.974811#map=18/37.5865943/126.9749039&layers=D,google,126.976407,37.583757,,,Q494577,ko:청와대,,,,,,,Chheng-oá-tâi,,,,,青瓦台,,,,,,,,,,Cheong Wa Dae,,,,,,,,,,,,,,,,,,,,,,Blaues Haus,,,,,,,,,,,青瓦台,,,,青瓦台,,,,,,Blue House,青瓦台,,,,,,,,,,,Casa Azul,,,Чхонва-дэ,,,,,,,,,,,,Rumah Biru,,,,,,,,,,青瓦台,,,,,,,,,,Blau Huus,青瓦台,,,,,,,,,,,,,,,,,Casa Azul,,Cheongwadae,,,,,,,Błękitny Dom,,,,,,,,Kék Ház,,,,,,,הבית הכחול,,,,,,,,,,,,,,Синій Дім,,,,,,,,,Nhà Xanh,,,Casa Blu,,,البيت الأزرق,,,,,,,,Cheong Wa Dae,,,Blauwe Huis,,,,,,,,,,,,,,,,,,maison Bleue,,,,,,,,,,,,,,,,,,,,,청와대,Blå huset,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Dongdaemun Design Plaza,东大门设计广场,https://batpad.github.io/quick-geocode/?name=Dongdaemun%20Design%20Plaza&city=Seoul,"https://www.google.com/maps/search/Dongdaemun+Design+Plaza,+Seoul/",way,26259470,,#N/A,quick-geocode,,,,,Q5295847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dongdaemun Design Plaza & Park,东大门设计广场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東大門デザインプラザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dongdaemun Design Plaza,,,,,,دونج دايمون ديزاين بلازا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dongdaemun Design Plaza,,,,,,,,,,,,,,,,,,,,,동대문 디자인 플라자 & 파크,,,,,,,,,,,,,,,
Seoul,OSM,arun,Tourism,Ewha Womans University,梨花女子大学,https://batpad.github.io/quick-geocode/?name=Ewha%20Womans%20University&city=Seoul,"https://www.google.com/maps/search/Ewha+Womans+University,+Seoul/",relation,6384813,"https://www.google.com/maps/place/Ewha+Womans+University/@37.5618577,126.9468294,17z/data=!3m1!4b1!4m5!3m4!1s0x357c988459902d69:0xf2536b3850f9d80d!8m2!3d37.5618577!4d126.9468294",http://www.openstreetmap.org/?mlat=37.5618577&mlon=126.9468294#map=18/37.5618577/126.9468294&layers=D,geonames,126.946464,37.561704,,,Q41114,en:Ewha Womans University,,,,,,,Lê-hoa Lú-chú Tāi-ha̍k-hāu,,,,,梨花女子大學,,Universidade de Mulheres Ewha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewha Womans University,,,,,,,,,,,梨花女子大學,,,,梨花女子大學,,,,,Virina Universitato Ewha,Ewha Womans University,梨花女子大學,,,,,,,,,,,Universidad de Mujeres Ewha,,Ewha Womans University,Женский университет Ихва,,,,梨花女子大學,,,,,,,,,,,梨花女子大學,,,,,,,梨花女子大学校,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidade de Mulheres Ewha,梨花女子大學,,,,,,,,,,,,,,梨花女子大學,,Ihva Női Egyetem,,,,梨花女子大學,,,אוניברסיטת אווה לנשים,,,,,,,,,,,,,,,,,,,,,,,Đại học Nữ giới Ewha,,,,,,جامعة إيهوا النسائية,,,,,,İhva Qadın Universiteti,,Ewha Womans University,,,Ewha Womans University,,,,,,,,,,,,,,,,,,université des femmes Ewha,,,,,,,,,,,,Ewha Womans University,,,,,,,,,이화여자대학교,,,,,,,,,,,,,,,
Seoul,OSM,arun,Tourism,FreedomBridge,自由之桥,https://batpad.github.io/quick-geocode/?name=FreedomBridge&city=Seoul,"https://www.google.com/maps/search/FreedomBridge,+Seoul/",way,31286807,"https://www.google.com/maps/place/Imjingak/@37.8894944,126.7401673,17z/data=!3m1!4b1!4m5!3m4!1s0x357cf2333d5a4d37:0x1016a408cb34f829!8m2!3d37.8894944!4d126.7401673",http://www.openstreetmap.org/?mlat=5a4d37:0x1016a408cb34f829!8m2!/?mlat=37.8894944&mlon=37:0x1016a408cb34f829!8m2!/?mlat=37.8894944&mlon=126.7401673#map=18/37.8894944/126.7401673&layers=D,google,,,,,Q489493,,,,,,,,,,,,,臨津閣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,临津阁,,,,臨津閣,,,,,,Imjingak,臨津閣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臨津閣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imjin Gak,,,,,,,,,,,,,,,,,,,,,임진각국민관광지,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Gyeongbok Gung,景福宫,https://batpad.github.io/quick-geocode/?name=Gyeongbok%20Gung&city=Seoul,"https://www.google.com/maps/search/Gyeongbok+Gung,+Seoul/",relation,5501517,"https://www.google.com/maps/place/Gyeongbokgung+Palace/@37.579617,126.977041,17z/data=!3m1!4b1!4m5!3m4!1s0x357ca2c74aeddea1:0x8b3046532cc715f6!8m2!3d37.579617!4d126.977041",http://www.openstreetmap.org/?mlat=37.579617&mlon=126.977041#map=18/37.579617/126.977041&layers=D,geonames,126.97697,37.57857,,,Q482485,en:Gyeongbokgung,,,,,,,,,,,,景福宮,,,,,,,,,,,,,,,,,,,,,พระราชวังคย็องบก,,,,,,,,,,,Gyeongbokgung,,,,,,,,,,,景福宫,,,,景福宮,,,,,,Gyeongbokgung,景福宮,,,,,,,,,,,Gyeongbokgung,,,Кёнбоккун,,,,,,,,,,,,,,,,,Astana Gyeongbok,,,,,景福宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gyeongbokgung,,Gyeongbokgung,Gyeongbokgung,,,,,,Gyeongbokgung,,,,,,,,Kjongbokkung,,,,,,,,,,,,,,,,,,,,,Кьонбоккун,ग्येओंगबुक्गुंग,,,,,,,,Gyeongbokgung,,,Gyeongbokgung,,,قصر غيونغبوك,,,,,,,,Istana Gyeongbok,,,Gyeongbokgung,,,,Gyeongbokgung,,,,,,,,,,,,,,Gyeongbokgung,,,,,گایونگ‌بوک,,Gyeongbok,,,,,,,,,,,,,,경복궁,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Hongik University,弘益大学,https://batpad.github.io/quick-geocode/?name=Hongik%20University&city=Seoul,"https://www.google.com/maps/search/Hongik+University,+Seoul/",way,216908773,,#N/A,quick-geocode,,,,,Q491511,,,,,,,,,,,,,弘益大學,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hongik University,,,,,,,,,,,弘益大学,,,,弘益大學,,,,,,Hongik University,弘益大學,,,,,,,,,,,Universidad Hongik,,,,,,,弘益大学,,,,,,,,,,,弘益大学,,,,,,,弘益大学校,,,,,,,,,,,弘益大學,,,,,,,,,,,,,,,,,Universidade Hongik,弘益大學,,,,,,,,,,,,,,弘益大学,,Hongik Egyetem,,,,弘益大學,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,université Hongik,,,,,,,,,,,,,,,,,,,,,홍익대학교,,,,,,,,,,,,,,,
