City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,xmf,tr,nap,li,lv,lt,jam,tk,th,tg,te,sgs,pcd,ta,yi,lrc,ceb,yo,kk-kz,de,da,za,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,kaa,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,ms,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,krc,nds,yue,tt,udm,co,nso,bjn,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,mt,stq,uk,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,km,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,fr,ku,lad,fy,frp,fa,mai,fi,mzn,gom,ab,ky,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,su,or,sk,si,sh,so,mrj,sl,sc,sa,rgn,sw,se,sd
Jeju,OSM,Abhishek,Tourism,Manjang Cave,万丈窟,https://batpad.github.io/quick-geocode/?name=Manjang%20Cave&city=Jeju,"https://www.google.com/maps/search/Manjang+Cave,+Jeju/",node,893995326,,#N/A,quick-geocode,,,,,Q6750353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manjang-gul,,,,,,,,,,,,,,,,,,,,,,,,Manjanggul,霹雷摩芝窟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,万丈窟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,김녕굴·만장굴,Manjang-gul,,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,National Jeju Museum,国立济州博物馆,https://batpad.github.io/quick-geocode/?name=National%20Jeju%20Museum&city=Jeju,"https://www.google.com/maps/search/National+Jeju+Museum,+Jeju/",way,369809426,"https://www.google.co.in/maps/place/Jeju+National+Museum/@33.513997,126.54897,15z/data=!4m13!1m7!3m6!1s0x0:0x605bdf7e631e47c4!2sJeju+National+Museum!3b1!8m2!3d33.513997!4d126.54897!3m4!1s0x0:0x605bdf7e631e47c4!8m2!3d33.513997!4d126.54897",http://www.openstreetmap.org/?mlat=33.513997&mlon=126.54897!3m4!1s0x0:0x605bdf7e631e47c4!8m2!/?mlat=33.513997&mlon=126.54897!3m4!1s0x0:0x605bdf7e631e47c4!8m2!/?mlat=33.513997&mlon=126.54897#map=18/33.513997/126.54897&layers=D,google,,,,,Q6176560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國立濟州博物館,,,,,,Jeju National Museum,,,,,,,,,,,,Museo Nacional de Jeju,,,,,,,国立济州博物馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bảo tàng quốc gia Jeju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국립제주박물관,,,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,Samyang Beach,三阳黑沙海滨浴场,https://batpad.github.io/quick-geocode/?name=Samyang%20Beach&city=Jeju,"https://www.google.com/maps/search/Samyang+Beach,+Jeju/",way,406934946,"https://www.google.co.in/maps/place/%EC%82%BC%EC%96%91%EA%B2%80%EC%9D%80%EB%AA%A8%EB%9E%98%ED%95%B4%EB%B3%80/@33.5260094,126.5848377,18.22z/data=!4m5!3m4!1s0x350ce2f56a6c5e45:0xc30c2a8b29c3d200!8m2!3d33.5260115!4d126.5863872",http://www.openstreetmap.org/?mlat=200!8m2!/?mlat=33.5260115&mlon=126.5863872#map=18/33.5260094/126.5848377&layers=D,google,,,,,Q12625130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,협재해수욕장,,,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,Udo,牛岛,https://batpad.github.io/quick-geocode/?name=Udo&city=Jeju,"https://www.google.com/maps/search/Udo,+Jeju/",node,2640564590,,#N/A,osm-nominatim,,,,,Q496912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U-do (pulo sa Habagatang Korea, Jeollanam-do, lat 34,72, long 127,31)",,,,,,牛島,,,,,,,,,,,,,,,,,,Udo,,,,,,,,,,,,Isla Udo,,,,,,,,,,,,,,,,,,,,,,,,,牛島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,우도,"U-do (ö i Sydkorea, Södra Jeolla, lat 34,72, long 127,31)",,,,,,,,,,,,,,
Jeju,OSM,Abhishek,Tourism,Yongdusan,龙头岩,https://batpad.github.io/quick-geocode/?name=Yongdusan&city=Jeju,"https://www.google.com/maps/search/Yongdusan,+Jeju/",way,382696295,"https://www.google.com.pe/maps/place/Yongdusan+Park/@35.1003785,129.0321587,18.75z/data=!4m5!3m4!1s0x3568e90b3617c897:0xbe1730484bbfa93f!8m2!3d35.1006536!4d129.0326226?hl=en",http://www.openstreetmap.org/?mlat=35.1006536&mlon=129.0326226?hl=en#map=18/35.1003785/129.0321587&layers=D,google,,,,,Q483056,en:Yongdusan Park,,,,,,,,,,,,龍頭山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龙头山公园,,,,龍頭山公園,,,,,,Yongdusan Park,龙头山公园,,,,,,,,,,,,,,Ёндусан,,,,,,,,,,,,,,,,,,,,,,龍頭山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công viên Yongdusan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,용두산공원,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,1 Utama,万达广场,https://batpad.github.io/quick-geocode/?name=1%20Utama&city=Kuala%20Lumpur,"https://www.google.com/maps/search/1+Utama,+Kuala+Lumpur/",way,181543132,,#N/A,google,,,,,Q209013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Utama,,,,,,,,,,,,,,,,,,,,,1 Utama,萬達廣場 (吉隆坡),,,,,,,,,,,,,,,,,,,,,,,,,,1 Utama,,,,,,,,,,1ウタマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Utama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Berjaya Times Square,时代广场,https://batpad.github.io/quick-geocode/?name=Berjaya%20Times%20Square&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Berjaya+Times+Square,+Kuala+Lumpur/",way,190885802,,#N/A,overpass,101.7106611,3.1422286,,,Q820738,en:Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,成功時代廣場,,,,,,,,,,,Berjaya Times Square,,,Berjaya Times Square,,,,,,,,,,,,Berjaya Times Square,,,,,,,,,,ベルジャヤ・タイムズ・スクウェア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,,,,ബെർജായ ടൈംസ് ചത്വരം,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,,برجايا تايمز سكوير,,,,,,,,Berjaya Times Square,,,Berjaya Times Square,,,,,,,,,,,,,,,,,,Berjaya Times Square,,,,,برجایا تایمز اسکوئر,,,,,,,,,,,,,,,,버자야 타임스 스퀘어,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Central Market,中央市场,https://batpad.github.io/quick-geocode/?name=Central%20Market&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Central+Market,+Kuala+Lumpur/",way,23768012,,#N/A,overpass,101.6954488,3.1457315,,,Q1041262,,,,,,,,,,,,,,,,Margadh Lárnach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中央藝術坊,,,,,,Central Market,,,,,,,,,,,,Mercado central de Kuala Lumpur,,,,,,,中央艺术坊,,,,,,,,Pasar Seni,,,,,,,,,,セントラル・マーケット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasar Seni,,,,,,,,,,,,,,,,,,,,,Pasar Seni,,,,,,,,,,,,,,,,,,,,,센트럴 마켓,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Mid Valley Megamall,谷中城,https://batpad.github.io/quick-geocode/?name=Mid%20Valley%20Megamall&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Mid+Valley+Megamall,+Kuala+Lumpur/",way,25385816,,#N/A,overpass,101.6773693,3.1176823,,,Q1481063,en:Mid Valley Megamall,,,,,,,,,,,,谷中城美佳廣場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid Valley Megamall,,,,,,,,,,,谷中城美佳广场,,,,谷中城美佳廣場,,,,,,Mid Valley Megamall,谷中城美佳廣場,,,,,,,,,,,,,,,,,,,,,,,,,,Mid Valley Megamall,,,,,,,,,,ミッドバレーメガモール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid Valley Megamall,,,,,,,,,,,,,,,,,,Mid Valley Megamall,,,,,,,,,,,,,,,,,,,,,미드 밸리 메가몰,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Pavilion KL,吉隆坡购物中心,https://batpad.github.io/quick-geocode/?name=Pavilion%20KL&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Pavilion+KL,+Kuala+Lumpur/",way,28271276,,#N/A,google,,,,,Q7155871,en:Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,柏威年廣場,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مجمع البافيلون,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Starhill Gallery,升禧画廊,https://batpad.github.io/quick-geocode/?name=Starhill%20Gallery&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Starhill+Gallery,+Kuala+Lumpur/",way,190885799,,#N/A,google,,,,,Q922702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starhill Gallery,升禧廣場,,,,,,,,,,,,,,,,,,,,,,,,,,Starhill Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starhill Gallery,,,,,,,,,,,,,,,,,,Starhill Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,Sungei Wang Plaza,金河广场,https://batpad.github.io/quick-geocode/?name=Sungei%20Wang%20Plaza&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Sungei+Wang+Plaza,+Kuala+Lumpur/",way,28271256,,#N/A,google,,,,,Q3503888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金河广场,,,,,,,,,,Sungei Wang Plaza,金河廣場,,,,,,,,,,,,,,,,,,,,,,,,,,Plaza Sungei Wang,,,,,,,,,,スンガイ・ワン・プラザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sungei Wang Plaza,,,,,,,,,,,,,,,,,,Sungei Wang Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,piligab,Shopping,SURIA KLCC,阳光广场,https://batpad.github.io/quick-geocode/?name=SURIA%20KLCC&city=Kuala%20Lumpur,"https://www.google.com/maps/search/SURIA+KLCC,+Kuala+Lumpur/",way,23034336,,#N/A,overpass,101.7121988,3.1573747,,,Q1306924,en:Suria KLCC,,,,,,,,,,,,陽光廣場,,,,,,,,,,,,,,,,,,,,,ซูเรียเคแอลซีซี,,,,,,,,,,,Suria KLCC,,,,,,,,,,,阳光广场,,,,陽光廣場,,,,,,Suria KLCC,陽光廣場,,,,,,,,,,,,,,,,,,,,,,suria klcc,,,,Suria KLCC,,,,,,,,,,スリア KLCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مركز تسوق كوالالمبور,,,,,,,,Suria KLCC,,,Suria KLCC,,,,,,,,,,,,,,,,,,Suria KLCC,,,,,,,Suria KLCC,,,,,,,,,,,,,,수리아 KLCC,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,Aquaria KLCC,吉隆坡水族馆,https://batpad.github.io/quick-geocode/?name=Aquaria%20KLCC&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Aquaria+KLCC,+Kuala+Lumpur/",node,1456303681,,#N/A,overpass,101.7131121,3.153429,,,Q29168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,KLCC水族館,,,,Aquaria KLCC,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,,,,,Aquaria KLCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,Batu Caves,黑风洞,https://batpad.github.io/quick-geocode/?name=Batu%20Caves&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Batu+Caves,+Kuala+Lumpur/",node,1686561043,,#N/A,google,,,,,Q687629,en:Batu Caves,,,,,,,,,,બાતુ ગુફાઓ (મલેશિયા),,,,,,,,,,,,,,,,,,,,,,,,,,,,பத்துமலை,,,,,,Batu-Höhlen,,,,,,,,,,,,,ಬತು ಗುಹೆಗಳು,,,,,,,,Batu Caves,黑風洞,,,,,,,,,,,Cuevas de Batu,,,,,,,,,,,বাটু গুহাসমূহ,,,,Batu Caves,,,batu caves,,,,,,,バトゥ洞窟,,,,,,,,,,,,,,,,,Coves de Batu,,,,,,,,,,,,,,,,,,,,Jaskinie Batu,,,,,,,,,,बातू गुफाएँ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Động Batu,,,,,,كهوف باتو,,,,,,,,Batu Caves,,,Batugrotten,,,,,,,,,,,,,,,,,,grottes de Batu,,,,,باتو کیو,,Batu-luolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,Masjid Jamek,嘉美克清真寺,https://batpad.github.io/quick-geocode/?name=Masjid%20Jamek&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Masjid+Jamek,+Kuala+Lumpur/",node,1537737630,,#N/A,overpass,101.6965657,3.1495737,,,Q1143296,,,,,,,,,,,,,占米回教堂,,,,,,,,,,,,,,,,,,,,,,,,,,ஜாமிஃ பள்ளிவாசல்,,,,,,,,,,,,,,,,,占米回教堂,,,,占米回教堂,,,,,,Jamek Mosque,占米回教堂,Moschea Masjid Jamek,,,,,,Жамек мешіті,,,,Masjid Jamek,,Jamek Mosque,Мечеть Джамек,Umusigiti wa Jamek,,,,,,,,,,,"Masjid Jamek, Kuala Lumpur",,,,,,,,,,マスジッド・ジャメ,,Meuseujid Jamek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamek meşiti,,,,,,,Џамија Масџид Џамек,,,,,,,,,,,,,,,,,,,,المسجد الجامع كوالالمبور,,,,,,Camek məscidi,,Masjid Jamek,,,,,,,,,,,,,جامەك مەشىتى,,,,,,,,Masjid Jamek,,,,,مسجد جامع کوالالامپور,,,,,,,Jamek Mosque,,,,,,Жамек мешіті,,,자멕 이슬람 사원,Masjid Jamek,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,Menara Telekom,马来西亚电讯大厦,https://batpad.github.io/quick-geocode/?name=Menara%20Telekom&city=Kuala%20Lumpur,"https://www.google.com/maps/search/Menara+Telekom,+Kuala+Lumpur/",way,154443873,,#N/A,overpass,101.6657581,3.1161923,,,Q118214,,,,,,,,,,,,,馬來西亞電訊大廈,,,,,,,,,,,,,,Menara Telekom,,,,,,,เมนารา เทเลคอม,,,,,,,,,,,Menara Telekom,,,,,,,,,,,马来西亚电讯大厦,,,,馬來西亞電訊大廈,,,,,,Menara Telekom,馬來西亞電訊大廈,,,,,,,,Menara Telekom,,,Menara Telekom,,,Менара Телеком,,,,马来西亚电讯大厦,,Menara Telekom,,,,,,Menara Telekom,,Menara Telekom,马来西亚电讯大厦,,,,,,,メナラ・テレコム,,,,Menara Telekom,,,,,,,,,,,,,Menara Telekom,,,,,,Menara Telekom,,,برج ټيليکوم,,Menara Telekom,馬來西亞電訊大廈,,,,,,,,Menara Telekom,,,,,,,,,,,,,مینارا ٹیلیکام,,,,,,,,,,,,برج ٹیلیکوم,,,,Менара Телеком,,,,,,,,,Menara Telekom,,,Menara Telekom,,,برج تيليكوم,,,,,,,,Menara Telekom,,,Menara Telekom,,,,,,,,,,,,,,,,,,Menara Telekom,,,,,منارا تلکام,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,National Archives of Malaysia,马来西亚国家档案馆,https://batpad.github.io/quick-geocode/?name=National%20Archives%20of%20Malaysia&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Archives+of+Malaysia,+Kuala+Lumpur/",way,323394984,"https://www.google.com/maps/place/National+Museum+of+Malaysia/@3.157507,101.6816228,14z/data=!4m8!1m2!2m1!1sNational+Archives+of+Malaysia,+Kuala+Lumpur!3m4!1s0x0:0x7a53ea764838b90b!8m2!3d3.1379558!4d101.6871142",http://www.openstreetmap.org/?mlat=3.1379558&mlon=101.6871142#map=18/3.157507/101.6816228&layers=D14z/data=!4m8!1m2!2m1!1sNational+Archives+of+Malaysia&layers=D,google,,,,,Q917630,en:National Museum (Malaysia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,தேசிய அருங்காட்சியகம்,,,,,,National Museum,,,,,,,,,,,,,,,馬來西亞國家博物館,,,,,,National Museum of Malaysia,,,,,,,,,,,,Museo nacional de Malasia,,,Национальный музей Малайзии,,,,马来西亚国家博物馆,,,,,,,,Muzium Negara Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,Museu Nacional de Malàisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Negara Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,National Art Gallery,马来西亚国家美术馆,https://batpad.github.io/quick-geocode/?name=National%20Art%20Gallery&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Art+Gallery,+Kuala+Lumpur/",way,428954061,,#N/A,google,,,,,Q3294835,en:National Visual Arts Gallery (Malaysia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Visual Arts Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,Balai Seni Visual Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galeria Nacional de Arte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galeri Seni Nasional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,National Mosque,国家清真寺,https://batpad.github.io/quick-geocode/?name=National%20Mosque&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Mosque,+Kuala+Lumpur/",way,23768627,,#N/A,overpass,101.6916529,3.1419833,,,Q1356818,en:National Mosque of Malaysia,,,,,,,,,,,,國家清真寺,,,,,,,,,,,,,,,,,,,,,,,,,,மலேசியாவின் தேசியப் பள்ளிவாசல்,,,,,,Masjid Negara,,,,,,,,,,,国家清真寺,,,,國家清真寺,,,,,,National Mosque of Malaysia,國家清真寺,,,,,,,Негара мешіті,,,,Mezquita Nacional de Malasia,,,Негара,Umusigiti wa Negara,,,,,Moscheea Națională a Malaeziei,,,,,,Masjid Negara,,,国家回教堂,,,,,,,マスジッド・ネガラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masjid Negara,,,,,,,,,,,,,,,,,Negara meşiti,,,,,,,Масџид Негара,National Mosque of Malaysia,,,,,,,,,,,,,,,,,,,مسجد نغارا,,,,,,Neqara məscidi,,Masjid Negara Malaysia,,,,,,,,,,,,,نەگارا مەشىتى,,,,,,,,Masjid Negara,,,,,مسجد نگارا,,,,,,,,,,,,,Негара мешіті,,,마스지드 느가르,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,National Planetarium,马来西亚国家天文馆,https://batpad.github.io/quick-geocode/?name=National%20Planetarium&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Planetarium,+Kuala+Lumpur/",way,148960134,,#N/A,overpass,101.6890873,3.1395059,,,Q924297,en:Planetarium Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planetarium Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,Planetarium Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,פלנטריום נגארה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planétarium national de Malaisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,danny,Tourism,National Science Center,马来西亚国家科学中心,https://batpad.github.io/quick-geocode/?name=National%20Science%20Center&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Science+Center,+Kuala+Lumpur/",way,158527518,,#N/A,google,,,,,Q7261706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pusat Sains Negara,,,,,,,,,,,,,,,,,,,,,,,,,,,Pusat Sains Negara,,,,,,,,,,ナショナルサイエンスセンター (マレーシア),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,OSM,ramya,Tourism,National Sports Complex,马来西亚国家体育中心,https://batpad.github.io/quick-geocode/?name=National%20Sports%20Complex&city=Kuala%20Lumpur,"https://www.google.com/maps/search/National+Sports+Complex,+Kuala+Lumpur/",way,119182063,"https://www.google.com/maps/place/Kompleks+Sukan+Negara/@3.0523345,101.6915444,18.33z/data=!4m5!3m4!1s0x31cc4a966b6e63ff:0x3553bb0dfc670183!8m2!3d3.0522764!4d101.691567",http://www.openstreetmap.org/?mlat=3.0522764&mlon=101.691567#map=18/3.0523345/101.6915444&layers=D,google,101.6916217,3.0522168,,,Q2014912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,馬來西亞國家體育中心,,,,,,National Sports Complex,,,,,,,,,,,,,,,,,,,马来西亚國家體育中心,,,,,,,,Kompleks Sukan Negara,,,,,,,,,,ナショナル・スポーツ・コンプレックス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Sports Complex,,,,,,,,,,,Kompleks Olahraga Nasional Malaysia,,,National Sports Complex,,,,,,,,,,,,,,,,,,National Sports Complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
