City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,tt,tr,nap,li,lv,lt,jam,tk,th,tg,udm,sgs,pcd,ta,yi,ceb,yo,kk-kz,de,da,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,fr,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,uk,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,nds,yue,xmf,co,nso,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,te,stq,ms,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,su,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,kaa,mt,mrj,fy,frp,fa,mai,fi,mzn,gom,ab,sa,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,km,or,sk,si,sh,so,ku,sl,sc,ky,rgn,sw,se,sd
Rome,OSM,Abhishek,Tourism,Palazzo valentini,瓦伦蒂尼宫,https://batpad.github.io/quick-geocode/?name=Palazzo%20valentini&city=Rome,"https://www.google.com/maps/search/Palazzo+valentini,+Rome/",relation,1892857,"https://www.google.co.in/maps/place/Palazzo+Valentini/@41.8960601,12.4839559,21z/data=!4m12!1m6!3m5!1s0x132f604d35b560af:0xb9795d4d7e020f01!2sPalazzo+Valentini!8m2!3d41.8960502!4d12.484071!3m4!1s0x132f604d35b560af:0xb9795d4d7e020f01!8m2!3d41.8960502!4d12.484071",http://www.openstreetmap.org/?mlat=41.8960502&mlon=12.484071!3m4!1s0x132f604d35b560af:0xb9795d4d7e020f01!8m2!/?mlat=41.8960502&mlon=35b560af:0xb9795d4d7e020f01!2sPalazzo+Valentini!8m2!/?mlat=41.8960502&mlon=12.484071!3m4!1s0x132f604d35b560af:0xb9795d4d7e020f01!8m2!/?mlat=41.8960502&mlon=12.484071#map=18/41.8960601/12.4839559&layers=D,osm-nominatim,,,,,,it:Palazzo Valentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palazzo Valentini,,,,,,,,,Palazzo Valentini,,,,,,,,,,,Palazzo Valentini,,,,,Palazzo Valentini,,,,,,,Palazzo Valentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palazzo Valentini,,,,,,,,,,,,,,Palazzo Valentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Piazza del Popolo,罗马人民广场,https://batpad.github.io/quick-geocode/?name=Piazza%20del%20Popolo&city=Rome,"https://www.google.com/maps/search/Piazza+del+Popolo,+Rome/",way,22955551,,#N/A,quick-geocode,,,,,,it:Piazza del Popolo (Roma),,,,,,,,,,,,人民廣場,,Piazza del Popolo,,,,,,,,,,,,,,,,,,,ปีอัซซาเดลโปโปโล,,,,,,,,,,Piazza del Popolo,Piazza del Popolo,,,,,,,,,人民广场,,,,人民廣場,,,,Πιάτσα ντελ Πόπολο,Piazza del Popolo,piazza del Popolo,人民广场,,,,piazza del Popolo,,,,Piazza del Popolo,,,Piazza del Popolo,,Piazza del Popolo,Пьяцца-дель-Пополо,,,,,,,,,,П'яцца-дэль-Папола,,П'яцца дель Пополо,,,,,,,,,,ポポロ広場,,,,,,,,,,,,,,Piazza del Popolo,,,,,,Piazza del Popolo,,,,,Piazza del Popolo,,,,,,,,,Piazza del Popolo,,Պիացցա դել Պոպոլո,,,,,,,,,,,,,פיאצה דל פופולו,,,,,,,,,,,,,,,,,,,,,,,,,,Piazza del Popolo,,,,,,,,,,,,,,Piazza del Popolo,,,,piazza del Popolo,,,,,,,,,,,,,,,,,,,میدان پوپولو,,Piazza del Popolo,,,,,Piazza del Popolo,,,,,,,,,포폴로 광장,Piazza del Popolo,,,Piazza del Popolo,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Roma Botanic Garden,罗马植物园,https://batpad.github.io/quick-geocode/?name=Roma%20Botanic%20Garden&city=Rome,"https://www.google.com/maps/search/Roma+Botanic+Garden,+Rome/",way,204458359,"https://www.google.co.in/maps/place/Orto+Botanico/@41.892004,12.4639783,15.93z/data=!4m13!1m7!3m6!1s0x0:0x8130d24e4754dd0c!2sOrto+Botanico!3b1!8m2!3d41.8925862!4d12.4649737!3m4!1s0x0:0x8130d24e4754dd0c!8m2!3d41.8925862!4d12.4649737",http://www.openstreetmap.org/?mlat=41.8925862&mlon=12.4649737!3m4!1s0x0:0x8130d24e4754dd0c!8m2!/?mlat=41.8925862&mlon=12.4649737!3m4!1s0x0:0x8130d24e4754dd0c!8m2!/?mlat=41.8925862&mlon=12.4649737#map=18/41.892004/12.4639783&layers=D,osm-nominatim,,,,,,it:Orto botanico di Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Botanischer Garten ""La Sapienza""",,,,,,,,,,,,,,羅馬植物園,,,,,,"Orto Botanico dell'Università di Roma ""La Sapienza""",,,,,jardin botanique de Rome,,,,,,,Jardín Botánico de Roma,,,,,,,罗马植物园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orto botanico di Roma,,,,,,,,,,,,,,"Orto Botanico dell'Università di Roma ""La Sapienza""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orto Botanico,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,San Sebastiano (church),圣塞巴斯蒂诺(教会),https://batpad.github.io/quick-geocode/?name=San%20Sebastiano%20(church)&city=Rome,"https://www.google.com/maps/search/San+Sebastiano+(church),+Rome/",way,27519297,,#N/A,quick-geocode,,,,,,it:Porta San Sebastiano,,,,,,,,,,,,聖塞巴斯弟盎門,,,,,,,,,,Porta Sebastiana,,,,,,,,,,,,,,,,,,,,,Porta San Sebastiano,,,,,,,,,,圣塞巴斯弟盎门,,,,聖塞巴斯弟盎門,,,,,,Porta San Sebastiano,圣塞巴斯弟盎门,,,,Porta San Sebastiano,,,,,,,Porta San Sebastiano,,,Ворота Святого Себастьяна,,,,,,,,,,,,Ворота святого Себастьяна,,,,,,,,,,サン・セバスティアーノ門,,,,,,,,,,,,,,,,,,,,,,,,,Porta San Sebastiano,,,,,,,,,,,,,,,,,,,,,,,,שער סן סבסטיאנו,,,,,,,,,,,,,,,,,,,,,,,,,,Porta San Sebastiano,,,,,,,,,,,,,,Porta San Sebastiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Santa Maria del Popolo,人民圣母教堂,https://batpad.github.io/quick-geocode/?name=Santa%20Maria%20del%20Popolo&city=Rome,"https://www.google.com/maps/search/Santa+Maria+del+Popolo,+Rome/",way,52430153,"https://www.google.co.in/maps/place/Basilica+Parrocchiale+Santa+Maria+del+Popolo/@41.91145,12.476311,15z/data=!4m5!3m4!1s0x0:0xb8093116ed4429ad!8m2!3d41.91145!4d12.476311",http://www.openstreetmap.org/?mlat=41.91145&mlon=12.476311#map=18/41.91145/12.476311&layers=D,osm-nominatim,,,Basilica di Santa Maria del Popolo,,,it:Basilica di Santa Maria del Popolo,,,,,,,,,,,,人民聖母教堂,,,,,,,,,,,,,,,,,,Santa Maria del Popolo,,,ซันตามาเรียเดลโปโปโล,,,,,,,,,,Santa Maria del Popolo,,,,,,,,,,人民圣母教堂,,,,人民聖母教堂,,,,Σάντα Μαρία ντελ Πόπολο,Santa Maria del Popolo,Santa Maria del Popolo,人民聖母教堂,,,,église Sainte-Marie-du-Peuple,,,,,,,Basílica de Santa María del Popolo,,,Санта-Мария дель Пополо,,,,,,,,,,Санта-Марыя-дэль-Попала,Санта Мария дел Пополо,Санта Марія дель Пополо,,,,,,,,,,サンタ・マリア・デル・ポポロ教会,,,,,,,,,,,,,,Basílica de Santa Maria del Popolo,,,,,,,,,,,Santa Maria del Popolo,,,,,,,,,Bazylika Najświętszej Maryi Panny Wszystkich Ludzi,,Սանտա Մարիա դել Պոպոլո,,,,,,,,,,,,,סנטה מריה דל פופולו,,,,,,,,,Црква Санта Марија дел Пополо,,,,,,,,,,,,,,,,,basilica di Santa Maria del Popolo,,,بازيليك سانتا ماريا ديل بوبولو,,,,,,,,Santa Maria del Popolo,,,Santa Maria del Popolo,,,,Santa Maria del Popolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,산타 마리아 델 포폴로 성당,Santa Maria del Popolo,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Santa Maria in Trastevere,圣母玛利亚广场,https://batpad.github.io/quick-geocode/?name=Santa%20Maria%20in%20Trastevere&city=Rome,"https://www.google.com/maps/search/Santa+Maria+in+Trastevere,+Rome/",way,51368975,"https://www.google.co.in/maps/place/Basilica+of+Our+Lady+in+Trastevere/@41.8894657,12.4696635,15z/data=!4m13!1m7!3m6!1s0x0:0x366752f3f04c4022!2sBasilica+of+Our+Lady+in+Trastevere!3b1!8m2!3d41.8894657!4d12.4696635!3m4!1s0x0:0x366752f3f04c4022!8m2!3d41.8894657!4d12.4696635",http://www.openstreetmap.org/?mlat=41.8894657&mlon=12.4696635!3m4!1s0x0:0x366752f3f04c4022!8m2!/?mlat=41.8894657&mlon=12.4696635!3m4!1s0x0:0x366752f3f04c4022!8m2!/?mlat=41.8894657&mlon=12.4696635#map=18/41.8894657/12.4696635&layers=D,osm-nominatim,,,Basilica di Santa Maria in Trastevere,,,it:Basilica di Santa Maria in Trastevere,,,,,,,,,,,,越台伯河的聖母大殿,,,,,,,,,,,,,,,,,,,,,,,,,,டைபர் நதிக்கரை புனித மரியா கோவில்,,,,,Santa Maria in Trastevere,,,,,,,,,,越台伯河的圣母大殿,,,,越台伯河的聖母大殿,,,,,,Santa Maria in Trastevere,越台伯河的圣母大殿,,,,basilique Sainte-Marie-du-Trastevere,,,,,,,Basílica de Santa María en Trastevere,,,Санта-Мария-ин-Трастевере,,,,,,,,,,,Санта Мария ин Трастевере,Санта Марія ін Трастевере,,,,,,,,,,サンタ・マリア・イン・トラステヴェレ聖堂,,,,,,,,,,,,,,Santa Maria in Trastevere,,,,,,Bazilika Panny Marie v Trastevere,,,,,Basílica de Santa Maria em Trastevere,,,,,,,,,Bazylika Najświętszej Maryi Panny na Zatybrzu,,,,,,,,,,,,,,,סנטה מריה אין טרסטוורה,,,,,,,,,Црква Санта Марија ин Трастевере,,,,,,,,,,,,,,,,,Basilica di Santa Maria in Trastevere,,,,,,,,,,,Santa Maria in Trastevere,,,Basiliek van Santa Maria in Trastevere,,,,Santa Maria in Trastevere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Maria in Trastevere,,,Bazilika Panny Márie v Trastevere,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Ss. Nome di Maria,圣母圣名堂,https://batpad.github.io/quick-geocode/?name=Ss.%20Nome%20di%20Maria&city=Rome,"https://www.google.com/maps/search/Ss.+Nome+di+Maria,+Rome/",way,114354377,,#N/A,quick-geocode,,,,,,it:Chiesa del Santissimo Nome di Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santissimo Nome di Maria in Via Latina,,,,,Église Santissimo Nome di Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santissimo Nome di Maria a Via Latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiesa del Santissimo Nome di Maria,,,,,,,,,,,,,,Santissimo Nome di Maria in Via Latina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,St. Peter's Basilica,圣彼得大教堂,https://batpad.github.io/quick-geocode/?name=St.%20Peter's%20Basilica&city=Rome,"https://www.google.com/maps/search/St.+Peter's+Basilica,+Rome/",relation,2754121,,#N/A,osm-nominatim,,,,,Q12512,en:St. Peter's Basilica,,St. Peter's Basilica,,,圣彼得大教堂,,Sèng Pí-tek Sèng-tn̂g,,,,,,,Basílica de São Pedro,,,Basílica de San Pedro,,Péitersdoum,,,Basilica Vaticana,Basiliki Monsátu Petelo,,İzge Petr Bazilikası,Aziz Petrus Bazilikası,Basileca 'e San Pietro,,Svētā Pētera bazilika,Šventojo Petro bazilika,Sin Piita Basilika,,มหาวิหารนักบุญเปโตร,,,Švėntuojė Petra bazilėka,,புனித பேதுரு பேராலயம்,פעטראס באסיליקע,,,,Petersdom,Peterskirken,,,St. Peter's Basilica,Dom da s. Peder,,,,,,,,,,,,,Βασιλική του Αγίου Πέτρου,Baziliko de Sankta Petro de Romo,St. Peter's Basilica,聖伯多祿大殿,,,,basilique Saint-Pierre,,,,San Petri basilika,Rooma Peetri kirik,,Basílica de San Pedro,Изге Пётр соборы,,Собор Святого Петра,,,,,सन्त पिटरयागु बासिलिका,Bazilica Sfântul Petru din Roma,,সান পিয়েত্রোর বাসিলিকা,,Сабор Святога Пятра,Свети Петър,Собор Святого Петра,,Basílica de San Pedro,,,Basilika Santo Petrus,,,Penniliz Sant-Pêr,Bazilika svetog Petra,サン・ピエトロ大聖堂,,,,Basilica de Sant Pèir,,Сабор Сьвятога Пятра,Basilica di San Pietro,,,聖彼得大教堂,,,,Basílica de Sant Pere del Vaticà,,Сийлахь Петран Килс,Basilica Sant Pedr,,,Bazilika svatého Petra,,,,,Basílica de São Pedro,,Basilika ni San Pedro,,ਸੇਂਟ ਪੀਟਰ ਬਾਸੀਲਿਕਾ,,,Pæturskirkjan,Basilica ni San Pedro,Bazylika św. Piotra na Watykanie,Baxełega de San Piero in Vatican,Հռոմի Սուրբ Պետրոս տաճար,Basouque Saint-Pierre,Bazilika sv. Petra,,,,Szent Péter-bazilika,,,,,پیٹر گرجا روم,,בזיליקת פטרוס הקדוש,,,,,,സെന്റ് പീറ്റേഴ്സ് ബസലിക്ക,,Гэгээн Петрийн цогчин дуган,Базилика Свети Петар,پطرس باسلیکا,,,Päiterssäärke,Basilika St. Peter,बासिलिका ऑफ सेंट पीटर,,,,,,,,Vương cung thánh đường Thánh Phêrô,Péturskirkjan,,basilica di San Pietro in Vaticano,Basilica de Sant Per,ছেণ্ট পিটাৰছ বেছিলিকা,كاتدرائية القديس بطرس,,,,,,Müqəddəs Pyotr kilsəsi,,Basilika Santo Petrus,,,Sint-Pietersbasiliek,Peterskyrkja,,,Peterskirken,,,,,,,,,,,,,,,,,Sint Pitertsjerke,,کلیسای سن پیترو,,Pietarinkirkko,,,,,,,წმინდა პეტრეს ბაზილიკა,,Petersdom,کلیسای سەنت پیتەر,Әулие Петер базиликасы,Базилика Светог Петра,,성 베드로 대성전,Peterskyrkan,,,Bazilika svätého Petra,සාන්ත පීතර බැසිලිකාව,Bazilika sv. Petra,,,"Bazilika svetega Petra, Vatikan",,,,Basilika la Mt. Petro,,
Rome,OSM,Abhishek,Tourism,Temple of Portunus,波图努斯神庙,https://batpad.github.io/quick-geocode/?name=Temple%20of%20Portunus&city=Rome,"https://www.google.com/maps/search/Temple+of+Portunus,+Rome/",way,251331418,,#N/A,quick-geocode,,,,,,it:Tempio di Portuno,,,,,,,,,,,,波圖努斯神廟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempel des Portunus,,,,,,,,,,波图努斯神庙,,,,波圖努斯神廟,,,,,,Temple of Portunus,波图努斯神庙,,,,temple de Portunus,,,,Portunusen Tenplua,,,Templo de Portunus,,,Храм Портуна,,,,,,,,,,Храм Партуна,,Храм Портуна,,,,,,,,,Hram Portunusa,ポルトゥヌス神殿,,,,,,,,,,,,,,Temple de Portunus,,,,,,,,,,,Templo de Portuno,,,,,,,,,,,,,Portunov hram,,,,Portunus temploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempio di Portuno,,,,,,,,,,,,,,Tempel van Portunus,,,,Portunustempelet,,,,,,,,,,,,,,,,,,,,,Portunuksen temppeli,,,,,,,,,,,,,,,Portunustemplet,,,,,Portunov hram,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Vatican Museums (Musei vaticani),梵蒂冈博物馆,https://batpad.github.io/quick-geocode/?name=Vatican%20Museums%20(Musei%20vaticani)&city=Rome,"https://www.google.com/maps/search/Vatican+Museums+(Musei+vaticani),+Rome/",way,255959482,,#N/A,quick-geocode,,,,,Q182955,en:Vatican Museums,,Vatican Museums,,,,,,,,,,梵蒂岡博物館,,,,,Museos Vaticanos,,,,,Musea Vaticana,,,,Vatikan Müzeleri,,,Vatikāna muzeji,Vatikano muziejai,,,พิพิธภัณฑ์วาติกัน,,,,,,,,,,Vatikanische Museen,Vatikanmuseet,,,,,,,,,梵蒂冈博物馆,,,,梵蒂岡博物館,,,,Μουσεία Βατικανού,Vatikanaj muzeoj,Vatican Museums,梵蒂冈博物馆,,,متاحف الڤاتيكان,musées du Vatican,,,,Vatikanoko Museoak,Vatikani muuseumid,,Museos Vaticanos,Ватикан музейҙары исемлеге,,Ватиканские музеи,,,,梵蒂冈博物馆,,Muzeele Vaticane,,,,Спіс музеяў Ватыкана,Ватикански музеи,Ватиканські музеї,,,梵蒂冈博物馆,,,,,,Vatikanski muzeji,バチカン美術館,,,,,,,,,,梵蒂岡博物館,,,,Museus Vaticans,,,,,,Vatikánská muzea,,,,,Museus Vaticanos,梵蒂岡博物館,Mga Museong Batikano,,,,,,,Muzea Watykańskie,,Վատիկանի թանգարաններ,,Vatikanski muzeji,,,,Vatikáni Múzeum,,,,,,,מוזיאון הוותיקן,,,,,,,,,Ватикански музеи,,,,,,,,,,,,,,Bảo tàng Vatican,,,Musei Vaticani,,,متاحف الفاتيكان,,,,,,,,Museum Vatikan,,,Vaticaanse Musea,,,,Vatikanmuseene,,,,,,,,,,,,,,,,,Fatikaansk Museum,,موزه واتیکان,,Vatikaanin museot,,,,,,,ვატიკანის მუზეუმები,,,,,,,바티칸 미술관,Vatikanmuseerna,,,Musei Vaticani,,Vatikanski muzeji,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Via della Conciliazione,协和大街,https://batpad.github.io/quick-geocode/?name=Via%20della%20Conciliazione&city=Rome,"https://www.google.com/maps/search/Via+della+Conciliazione,+Rome/",way,4949596,,#N/A,quick-geocode,,,,,,en:Via della Conciliazione,,,,,,,,,,,,協和大道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,,协和大道,,,,協和大道,,,,,,via della Conciliazione,协和大道,,,,via della Conciliazione,,,,,,,Via della Conciliazione,,,Виа делла Кончилиационе,,,,,,Via della Conciliazione,,,,Віа дэла Канчыліяцыёнэ,Виа делла Кончилиационе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,Via della Conciliazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,Via della Konsilisione,,,,,Via della Conciliazione,,,,via della Conciliazione,,,,,,,,,,,,,,,,,,,,,Via della Conciliazione,,,,,,,,,,,,,,비아 델라 콘칠리아치오네,Via della Conciliazione,,,,,,,,,,,,,,
Rome,OSM,Abhishek,Tourism,Villa Farnesina,法内仙纳庄园,https://batpad.github.io/quick-geocode/?name=Villa%20Farnesina&city=Rome,"https://www.google.com/maps/search/Villa+Farnesina,+Rome/",way,86249135,,#N/A,quick-geocode,,,,,,it:Villa Farnesina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villa Farnesina,,,,,,,,,,,,,,,,,,Βίλλα Φαρνεζίνα,Villa Farnesina,Villa Farnesina,法爾內西納別墅,,,,villa Farnesina,,,,,,,Villa Farnesina,,,Вилла Фарнезина,,,,,,,,,,Віла Фарнезіна,Вила Фарнезина,Вілла Фарнезіна,,,,,,,,,,ヴィラ・ファルネジーナ,,,,,,,,,,,,,,Vila Farnesina,,,,,,Villa Farnesina,,,,,Villa Farnesina,,,,,,,,,,,Վիլլա Ֆարնեզինա,,Villa Farnesina,,,,,,,,,,,וילה פארנזינה,,,,,,,,,,,,,,,,,,,,,,,,,,Villa Farnesina,,,فيلا فارنيسينا,,,,,,,,,,,Villa Farnesina,,,,Villa Farnesina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villa Farnesina,,,Villa Farnesina,,Villa Farnesina,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Changdeokgung,昌德宫,https://batpad.github.io/quick-geocode/?name=Changdeokgung&city=Seoul,"https://www.google.com/maps/search/Changdeokgung,+Seoul/",way,75958524,,#N/A,quick-geocode,,,,,,en:Changdeokgung,,Changdeokgung,,,昌德宫,,Chhiong-tek-kiong,,,,,昌德宮,,,,,,,,,,,,,,,,,,,,,พระราชวังชังด็อก,,,,,,,,,,Changdeokgung,,,,,,,,,,昌德宫,,,,昌德宮,,,,,,Changdeokgung,昌德宮,,,,Changdeokgung,,,,,,,Changdeokgung,,,Чхандоккун,,,,昌德宫,,,,,,,,Чандук,,,昌德宫,,Astana Changdeok,,,,Changdeokgung,昌徳宮,,,,,,,,,,,,,,Changdeokgung,,,,,,Čchangdokkung,,,,,Complexo de Palácios de Ch'angdokkgung,昌德宮,,,,,,,,,,,,Changdeokgung,,,,Cshangdokkung,,,,,چانگڈیوکگانگ,,ארמון צ'אנגדאוקגונג,,,,,,,,,,,,,,,,,,,,,,,Xương Đức cung,,,Changdeokgung,,,قصر تشانغدوك,,,,,,,,Istana Changdeok,,,Changdeokgung,,,,Changdeokgung,,,चाँगदेओकगुङ,,,,,,,,,,,,,,,,چانگ دیوک گونگ,,Changdokkung,,,,,,,ჩხანდოკუნი,,,,,Чангдеокгунг,,창덕궁,Changdokkung,,,Čchangdokkung,,Changdeokgung,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Cheongwadae,青瓦台,https://batpad.github.io/quick-geocode/?name=Cheongwadae&city=Seoul,"https://www.google.com/maps/search/Cheongwadae,+Seoul/",way,301279809,"https://www.google.com.pe/maps/place/Blue+House/@37.5865943,126.9749039,21z/data=!4m5!3m4!1s0x0:0xb16d5f135eaaddc!8m2!3d37.5866076!4d126.974811",http://www.openstreetmap.org/?mlat=37.5866076&mlon=126.974811#map=18/37.5865943/126.9749039&layers=D,google,126.976407,37.583757,,,,ko:청와대,,,,,,,Chheng-oá-tâi,,,,,青瓦台,,,,,,,,,,Cheong Wa Dae,,,,,,,,,,,,,,,,,,,,,Blaues Haus,,,,,,,,,,青瓦台,,,,青瓦台,,,,,,Blue House,青瓦台,,,,maison Bleue,,,,,,,Casa Azul,,,Чхонва-дэ,,,,,,,,,,,,Синій Дім,,,,,,,,,,青瓦台,,,,,,,,,Blau Huus,青瓦台,,,,,,,,,,,,,,,Casa Azul,,Cheongwadae,,,,,,,Błękitny Dom,,,,,,,,Kék Ház,,,,,,,הבית הכחול,,,,,,,,,,,,,,Rumah Biru,,,,,,,,,Nhà Xanh,,,Casa Blu,,,البيت الأزرق,,,,,,,,Cheong Wa Dae,,,Blauwe Huis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,청와대,Blå huset,,,,,,,,,,,,,,
Seoul,OSM,arun,Tourism,Ewha Womans University,梨花女子大学,https://batpad.github.io/quick-geocode/?name=Ewha%20Womans%20University&city=Seoul,"https://www.google.com/maps/search/Ewha+Womans+University,+Seoul/",relation,6384813,"https://www.google.com/maps/place/Ewha+Womans+University/@37.5618577,126.9468294,17z/data=!3m1!4b1!4m5!3m4!1s0x357c988459902d69:0xf2536b3850f9d80d!8m2!3d37.5618577!4d126.9468294",http://www.openstreetmap.org/?mlat=37.5618577&mlon=126.9468294#map=18/37.5618577/126.9468294&layers=D,geonames,126.946464,37.561704,,,,en:Ewha Womans University,,,,,,,Lê-hoa Lú-chú Tāi-ha̍k-hāu,,,,,梨花女子大學,,Universidade de Mulheres Ewha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewha Womans University,,,,,,,,,,梨花女子大學,,,,梨花女子大學,,,,,Virina Universitato Ewha,Ewha Womans University,梨花女子大學,,,,université des femmes Ewha,,,,,,,Universidad de Mujeres Ewha,,Ewha Womans University,Женский университет Ихва,,,,梨花女子大學,,,,,,,,,,,梨花女子大學,,,,,,,梨花女子大学校,,,,,,,,,,,,,,,,,,,,,,,,,Universidade de Mulheres Ewha,梨花女子大學,,,,,,,,,,,,,,梨花女子大學,,Ihva Női Egyetem,,,,梨花女子大學,,,אוניברסיטת אווה לנשים,,,,,,,,,,,,,,,,,,,,,,,Đại học Nữ giới Ewha,,,,,,جامعة إيهوا النسائية,,,,,,İhva Qadın Universiteti,,Ewha Womans University,,,Ewha Womans University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewha Womans University,,,,,,,,,이화여자대학교,,,,,,,,,,,,,,,
Seoul,OSM,Upendra,Tourism,Gyeongbok Gung,景福宫,https://batpad.github.io/quick-geocode/?name=Gyeongbok%20Gung&city=Seoul,"https://www.google.com/maps/search/Gyeongbok+Gung,+Seoul/",relation,5501517,"https://www.google.com/maps/place/Gyeongbokgung+Palace/@37.579617,126.977041,17z/data=!3m1!4b1!4m5!3m4!1s0x357ca2c74aeddea1:0x8b3046532cc715f6!8m2!3d37.579617!4d126.977041",http://www.openstreetmap.org/?mlat=37.579617&mlon=126.977041#map=18/37.579617/126.977041&layers=D,geonames,126.97697,37.57857,,,,en:Gyeongbokgung,,,,,,,,,,,,景福宮,,,,,,,,,,,,,,,,,,,,,พระราชวังคย็องบก,,,,,,,,,,Gyeongbokgung,,,,,,,,,,景福宫,,,,景福宮,,,,,,Gyeongbokgung,景福宮,,,,Gyeongbokgung,,,,,,,Gyeongbokgung,,,Кёнбоккун,,,,,,,,,,,,Кьонбоккун,,,,,Astana Gyeongbok,,,,,景福宮,,,,,,,,,,,,,,,,,,,,,,,,,Gyeongbokgung,,Gyeongbokgung,Gyeongbokgung,,,,,,Gyeongbokgung,,,,,,,,Kjongbokkung,,,,,,,,,,,,,,,,,,,,,,ग्येओंगबुक्गुंग,,,,,,,,Gyeongbokgung,,,Gyeongbokgung,,,قصر غيونغبوك,,,,,,,,Istana Gyeongbok,,,Gyeongbokgung,,,,Gyeongbokgung,,,,,,,,,,,,,,,,,,,گایونگ‌بوک,,Gyeongbok,,,,,,,,,,,,,,경복궁,,,,,,,,,,,,,,,
